0 3 0
0.010472 3.03561 -0
0.020944 3.06989 -0
0.0314159 3.10283 -0
0.0418879 3.1344 -0
0.0523599 3.1646 -0
0.0628319 3.19341 -0
0.0733038 3.22081 -0
0.0837758 3.24681 -0
0.0942478 3.27138 -0
0.10472 3.29452 -0
0.115192 3.31621 -0
0.125664 3.33645 -0
0.136136 3.35523 -0
0.146608 3.37253 -0
0.15708 3.38835 -0
0.167552 3.40269 -0
0.178024 3.41553 -0
0.188496 3.42688 -0
0.198968 3.43672 -0
0.20944 3.44506 -0
0.219911 3.45189 -0
0.230383 3.4572 -0
0.240855 3.46099 -0
0.251327 3.46327 -0
0.261799 3.46403 -0
0.272271 3.46326 -0
0.282743 3.46098 -0
0.293215 3.45718 -0
0.303687 3.45187 -0
0.314159 3.44504 -0
0.324631 3.4367 -0
0.335103 3.42685 -0
0.345575 3.4155 -0
0.356047 3.40265 -0
0.366519 3.38831 -0
0.376991 3.37248 -0
0.387463 3.35518 -0
0.397935 3.3364 -0
0.408407 3.31616 -0
0.418879 3.29446 -0
0.429351 3.27132 -0
0.439823 3.24674 -0
0.450295 3.22074 -0
0.460767 3.19333 -0
0.471239 3.16451 -0
0.481711 3.13431 -0
0.492183 3.10274 -0
0.502655 3.0698 -0
0.513127 3.03552 -0
0.523599 2.9999 -0
0.534071 2.96297 -0
0.544543 2.92474 -0
0.555015 2.88523 -0
0.565487 2.84445 -0
0.575959 2.80242 -0
0.586431 2.75916 -0
0.596903 2.7147 -0
0.607375 2.66904 -0
0.617847 2.62221 -0
0.628319 2.57424 -0
0.638791 2.52513 -0
0.649263 2.47492 -0
0.659734 2.42362 -0
0.670206 2.37125 -0
0.680678 2.31785 -0
0.69115 2.26343 -0
0.701622 2.20802 -0
0.712094 2.15164 -0
0.722566 2.09431 -0
0.733038 2.03607 -0
0.74351 1.97693 -0
0.753982 1.91693 -0
0.764454 1.85609 -0
0.774926 1.79443 -0
0.785398 1.73198 -0
0.79587 1.66878 -0
0.806342 1.60484 -0
0.816814 1.5402 -0
0.827286 1.47489 -0
0.837758 1.40892 -0
0.84823 1.34234 -0
0.858702 1.27517 -0
0.869174 1.20744 -0
0.879646 1.13918 -0
0.890118 1.07042 -0
0.90059 1.0012 -0
0.911062 0.931528 -0
0.921534 0.861453 -0
0.932006 0.790999 -0
0.942478 0.720198 -0
0.95295 0.649082 -0
0.963422 0.577681 -0
0.973894 0.506026 -0
0.984366 0.43415 -0
0.994838 0.362083 -0
1.00531 0.289857 -0
1.01578 0.217504 -0
1.02625 0.145056 -0
1.03673 0.0725437 -0
1.0472 -0.075369 -0
